total_LHeighth_notes,average_RLH_note_35_range,average_RH_note_10_range,total_LHhalf_notes,large_10jumps_RH,total_RH_raw_notes,large_8jumps_LH,RLH_note_35_range,RH_note_10_range,average_LRH_5chord_hand_range,large_5jumps_LH,average_RLH_note_100_range,average_LH_2chord_hand_range,average_LRH_3chord_range,total_RH_notes,total_LRHwhole_notes,average_LH_2chord_range,total_LRHquarter_notes,average_RHhalf_ntoes,AverageTimeBetweenAttacksFeature,average_LH_5chord_range,average_LH_5chord_hand_range,average_LRH64th_notes,average_large_5jumps_LH,total_LHwhole_notes,average_LH_note_35_range,total_RHquarter_notes,average_RLH_note_10_range,average_RLH_note_20_range,average_LH_note_20_range,LH_note_35_range,total_LHquarter_notes,RLH_note_10_range,RLH_note_20_range,average_large_8jumps_LRH,average_RH_3chord_range,total_LH32nd_notes,average_RH_range,average_LHeighth_notes,average_large_8jumps_RH,RLH_note_100_range,average_LHhalf_ntoes,average_LRH16th_notes,LH_note_50_range,total_LRH_sharp_keys_pressed,average_RH_note_50_range,LH_note_100_range,total_RHwhole_notes,large_5jumps_LRH,total_LRH16th_notes,total_RH_flat_keys_pressed,total_LH_notes,average_LH_3chord_range,total_LH64th_notes,average_LRH_2chord_hand_range,total_RH_sharp_keys_pressed,UniqueSetClassSimultaneities,total_RH64th_notes,average_LRHeighth_notes,total_LRHeighth_notes,average_LH_note_10_range,total_LH16th_notes,average_LH_4chord_hand_range,average_large_10jumps_RH,large_9jumps_RH,average_large_9jumps_LH,RH_note_100_range,average_RLH_range,average_large_10jumps_LH,MostCommonNoteQuarterLengthPrevalence,average_RHquarter_notes,total_LRH_notes,average_RH64th_notes,average_RLH_note_50_range,RelativeStrengthOfTopPitchClassesFeature,AverageTimeBetweenAttacksForEachVoiceFeature,LH_note_20_range,average_LRHquarter_notes,total_RH16th_notes,PitchVarietyFeature,total_LRH32nd_notes,total_LH_sharp_keys_pressed,average_LH32nd_notes,RH_note_50_range,average_RH_note_20_range,average_LHquarter_notes,average_large_5jumps_LRH,average_LRH_4chord_hand_range,average_RH_5chord_range,RH_note_35_range,average_LH_4chord_range,UniquePitchClassSetSimultaneities,RelativeStrengthOfTopPitchesFeature,total_LRH_raw_notes,average_RH_3chord_hand_range,MostCommonNoteQuarterLength,average_RH_4chord_range,large_10jumps_LRH,MostCommonSetClassSimultaneityPrevalence,average_LH_3chord_hand_range,total_LRHhalf_notes,average_LH_note_50_range,average_RH_2chord_range,average_RH_5chord_hand_range,ImportanceOfHighRegisterFeature,TriadSimultaneityPrevalence,average_LRH_2chord_range,RH_note_20_range,average_LHwhole_notes,average_large_10jumps_LRH,total_RHhalf_notes,Grade,large_8jumps_RH,large_9jumps_LH,average_LRH32nd_notes,LH_note_10_range,average_RHeighth_notes,total_LRH64th_notes,AverageNoteDurationFeature,total_LH_raw_notes,average_LH_range,average_LRHwhole_notes,average_LH_note_100_range,total_LH_flat_keys_pressed,average_LRHhalf_ntoes,music_key,average_LRH_5chord_range,large_5jumps_RH,average_LH64th_notes,average_large_9jumps_RH,average_RH_4chord_hand_range,average_large_9jumps_LRH,average_RH16th_notes,large_8jumps_LRH,RLH_note_50_range,average_RH_2chord_hand_range,average_RH_note_35_range,large_10jumps_LH,average_RH_note_100_range,total_RHeighth_notes,average_LH16th_notes,DirectionOfMotionFeature,average_LRH_4chord_range,large_9jumps_LRH,average_large_8jumps_LH,NoteDensityFeature,total_LRH_flat_keys_pressed,total_RH32nd_notes,average_LRH_3chord_hand_range,average_RHwhole_notes,average_large_5jumps_RH,average_RH32nd_notes
132,59,73,132,59,73,2,8,4,4,0,0,0,13.922222222222222,4.11864406779661,2.684931506849315,0,0,0,2.0,5.0,0,3.1666666666666665,3.6666666666666665,2.0,9.466666666666667,3.8333333333333335,3.0,10.025974025974026,5.181818181818182,4.133333333333334,0,0,0,2,5,0,5,5,2,19,6,4,26,13,9,1.1777777777777778,0,0,0,0,0,0,0,0,0,0,0,14.133333333333333,0,0,0,0,0,0,0,0,0,0,0,89,22,8,89,10,0,89,1,0,86,0,0,14.07865168539326,6.545454545454546,5.5,14.07865168539326,8.1,0,14.07865168539326,9.0,0,14.255813953488373,0,0,0,0,0,0,0,0,0,0,13,43,0,0,0,0,0,11,25,32,0,0,0,0.0,0.18181818181818182,0.5151515151515151,0.24242424242424243,0.0,0.0,0.0,0.0,0.22033898305084745,0.7288135593220338,0.0,0.0,0.0,0.0,0.0,0.1506849315068493,0.3424657534246575,0.4383561643835616,0.0,0.0,0.0,1.0,0.5151515151515151,0.2777777777777778,0.0,22,6,0.7090909090909084,0.5056179775280899,0.6357758620689655,0.5275590551181102,0.21212121212121213,2.8205128205128207,22,0.6571428571428571,1.0,4
219,60,159,219,60,159,2,28,9,19,0,0,0,9.871657754010695,3.8666666666666667,4.320754716981132,0,0,0,5.0,0,0,4.666666666666667,5.0,5.666666666666667,9.399999999999999,5.0,4.666666666666667,8.939393939393936,6.166666666666667,7.599999999999999,0,0,0,5,0,0,8,5,8,19,5,8,29,15,21,2.6266666666666665,0,0,0,0,0,0,0,0,0,0,0,11.493333333333334,0,0,0,0,0,0,0,0,0,0,0,150,31,77,119,1,1,102,1,1,100,1,0,11.693333333333333,5.225806451612903,5.8311688311688314,13.218487394957982,12.0,9.0,14.088235294117647,12.0,9.0,14.19,12.0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.2785388127853881,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,0.0,0.0,0.0,0.0,0.3333333333333333,0.7214611872146118,0.3689839572192513,0.0,25,6,0.17694063926421785,0.11669110460043988,0.32292255856496604,0.4523809523809524,0.2694063926940639,10.037500000000001,22,0.7894736842105263,0.6764705882352942,5
164,71,93,105,12,93,22,0,0,0,78,12,66,10.194444444444445,4.830985915492958,2.204301075268817,0,0,0,2.0,0,0,2.0,0,2.0,2.3333333333333335,0,2.3333333333333335,6.345454545454545,4.0,4.333333333333333,0,0,0,2,0,0,2,0,2,3,0,3,16,4,9,2.625,5.745762711864407,0,5.15,0,0,0,0,0,0,0,0,8.8125,5.745762711864407,0,13.571428571428571,0,0,0,0,0,0,0,0,83,37,6,82,21,1,75,0,0,74,0,0,12.662650602409638,6.945945945945946,5.666666666666667,12.75609756097561,8.0,8.0,13.2,0,0,13.256756756756756,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,32,60,0,0,0,0.0,0.0,0.37142857142857144,0.6190476190476191,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.34408602150537637,0.6451612903225806,0.0,0.0,0.0,0.5,0.6291390728476821,0.3364485981308411,0.16822429906542055,26,10,0.7748344370860927,0.6372549019607843,0.6308876811594203,0.5108695652173914,0.07655502392344497,2.253731343283582,16,0.8169014084507042,0.7380952380952381,6
688,344,344,684,342,342,20,18,6,12,360,189,171,6.872093023255814,3.869186046511628,3.363372093023256,0,0,0,6.0,5.0,3.0,5.0,5.0,3.0,4.2,3.8,2.3333333333333335,8.448275862068966,6.13157894736842,5.632352941176471,0,0,0,6,5,3,8,7,3,8,7,3,26,17,15,5.353801169590644,5.0,6.0,0,4.5,0,4.333333333333333,0,3.3333333333333335,0,0,0,6.812865497076023,5.0,6.0,0,8.0,0,29.0,0,8.0,0,0,0,202,79,24,190,7,1,74,3,1,65,3,1,9.326732673267326,5.7215189873417724,5.708333333333333,9.6,9.714285714285714,20.0,12.108108108108109,12.0,20.0,12.538461538461538,12.0,20.0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,0,0,342,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.9941860465116279,0.3633720930232558,0.005813953488372093,31,8,0.502906976744186,0.5072886297376094,0.380466472303207,0.5080291970802919,0.05755395683453238,3.9314285714285715,30,0.7243589743589743,0.9012345679012346,6
241,113,128,241,113,128,4,48,12,36,0,0,0,15.482014388489208,5.884955752212389,3.15625,16.0,0,0,11.0,0,2.0,10.6,2.0,3.6666666666666665,12.23809523809524,6.333333333333333,5.4,9.626666666666665,5.611111111111111,5.926470588235294,16,0,0,16,0,2,23,2,5,26,9,10,26,12,15,3.4160583941605838,0,0,0,0,0,0,0,0,0,0,0,15.437956204379562,0,0,0,0,0,0,0,0,0,0,0,135,72,26,118,67,4,115,1,3,104,1,3,15.851851851851851,7.833333333333333,6.6923076923076925,17.161016949152543,8.044776119402986,11.75,17.4,11.0,13.0,18.28846153846154,11.0,13.0,0,0,0,0,0,0,0,0,0,4,99,10,0,0,0,0,12,56,60,0,0,0.0,0.0,0.06639004149377593,0.6431535269709544,0.29045643153526973,0.0,0.0,0.0,0.0,0.035398230088495575,0.8761061946902655,0.08849557522123894,0.0,0.0,0.0,0.0,0.09375,0.4375,0.46875,0.0,0.0,0.5,0.6431535269709544,0.460431654676259,0.0,17,6,0.27634854771784134,0.2391304347826087,0.2526891169853768,0.41596638655462187,0.33195020746887965,7.1726190476190474,25,0.9666666666666667,0.8695652173913043,4
457,153,304,423,124,299,2,28,2,26,2,0,2,7.873873873873874,3.9869281045751634,2.950657894736842,5.0,0,0,5.666666666666667,0,4.0,4.4,3.6666666666666665,3.333333333333333,4.428571428571429,4.833333333333333,3.866666666666667,11.099667774086376,7.0,8.371212121212121,5,0,0,8,0,4,8,5,5,9,8,7,33,17,24,2.467948717948718,3.142857142857143,6.0,3.0625,3.022727272727273,3.0,3.5947712418300677,0,0,0,0,0,9.83974358974359,3.142857142857143,6.0,6.4375,5.045454545454546,5.0,13.27450980392157,0,0,0,0,0,210,48,30,166,8,17,148,5,15,143,2,8,11.223809523809523,6.0,8.333333333333334,12.656626506024097,9.375,10.588235294117647,13.222972972972974,10.2,10.933333333333334,13.37062937062937,12.0,12.625,0,0,0,0,0,0,0,0,0,0,120,4,0,0,0,0,0,63,214,20,0,0.0,0.0,0.0,0.4326241134751773,0.5153664302600472,0.04728132387706856,0.0,0.0,0.0,0.0,0.967741935483871,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.21070234113712374,0.7157190635451505,0.06688963210702341,0.0,0.25,0.47702407002188185,0.37237237237237236,0.08108108108108109,56,18,0.19420131291028447,0.16490963855421686,0.27044521886399164,0.5697940503432495,0.47378640776699027,8.309090909090909,46,0.8076923076923077,0.9047619047619048,6
310,95,215,194,5,189,18,0,0,0,44,2,42,10.559633027522937,6.021052631578947,3.0697674418604652,0,0,0,0,0,0,3.6666666666666665,0,3.6666666666666665,4.0,3.0,3.1666666666666665,9.341991341991342,4.4,6.514705882352941,0,0,0,0,0,0,5,0,5,7,3,5,26,8,16,4.142857142857143,5.827586206896552,3.0,3.2,3.630952380952381,0,4.025362318840579,2.6666666666666656,0,2.9765625,0,0,5.428571428571429,5.827586206896552,3.0,12.15,6.261904761904762,0,13.945652173913043,6.0,0,14.5625,0,0,162,79,29,150,19,1,141,5,1,141,5,1,13.24074074074074,6.6835443037974684,5.689655172413793,13.84,9.157894736842104,13.0,14.212765957446809,12.4,13.0,14.212765957446809,12.4,13.0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,20,168,0,0,0,0.0,0.005154639175257732,0.12886597938144329,0.865979381443299,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005291005291005291,0.10582010582010581,0.8888888888888888,0.0,0.0,0.0,0.5,0.5960264900662252,0.27102803738317754,0.24299065420560748,32,15,0.4410596026490048,0.3764150943396226,0.5598860429202833,0.44214876033057854,0.319755600814664,3.700980392156863,26,0.711864406779661,0.9782608695652174,3
293,185,108,283,185,98,1,6,6,0,0,0,0,6.396825396825397,3.4594594594594597,2.9722222222222223,0,0,0,0,0,0,2.3333333333333335,3.0,2.0,3.1666666666666665,2.3333333333333335,2.3333333333333335,6.294117647058823,4.418181818181818,4.333333333333333,0,0,0,0,0,0,3,3,2,5,3,3,16,11,9,4.493670886075949,0,4.0,4.388888888888889,0,0,0,0,0,0,0,0,6.341772151898734,0,4.0,7.777777777777778,0,0,0,0,0,0,0,0,145,51,16,54,0,4,46,0,2,44,0,0,7.406896551724138,5.352941176470588,6.3125,10.092592592592593,0,8.5,10.456521739130435,0,9.0,10.522727272727273,0,0,0,0,0,0,0,0,0,0,0,7,178,0,0,0,0,0,60,38,0,0,0,0.0,0.0,0.23674911660777384,0.7632508833922261,0.0,0.0,0.0,0.0,0.0,0.03783783783783784,0.9621621621621622,0.0,0.0,0.0,0.0,0.0,0.6122448979591837,0.3877551020408163,0.0,0.0,0.0,0.5,0.7440273037542662,0.2751322751322751,0.06349206349206349,26,10,0.37679180887371827,0.30319148936170215,0.3926274888256806,0.42955326460481097,0.19801980198019803,5.086805555555555,17,0.6666666666666666,0.4264705882352941,5
138,34,104,114,12,102,1,0,0,0,1,1,0,10.788461538461538,4.676470588235294,2.644230769230769,0,0,0,0,0,0,2.0,0,2.0,2.3333333333333335,0,2.3333333333333335,7.142857142857144,4.166666666666667,4.866666666666667,0,0,0,0,0,0,2,0,2,3,0,3,18,7,11,5.5,3.227272727272727,5.0,3.276315789473684,0,0,0,0,0,0,0,0,7.857142857142857,3.227272727272727,5.0,12.06578947368421,0,0,0,0,0,0,0,0,103,22,8,95,1,6,80,1,0,68,1,0,10.893203883495145,5.545454545454546,7.25,11.25263157894737,10.0,8.0,11.8625,10.0,0,12.367647058823529,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,92,0,0,0,0.0,0.0,0.05263157894736842,0.8157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.9019607843137255,0.0,0.0,0.0,0.5,0.6911764705882353,0.33962264150943394,0.16981132075471697,25,13,0.4411764705882353,0.28398058252427183,0.613764484810523,0.5454545454545454,0.1962025316455696,4.533333333333333,18,0.5510204081632653,0.7037037037037037,3
133,68,65,133,68,65,16,0,0,0,0,0,0,6.5,2.1911764705882355,2.123076923076923,0,0,0,2.0,0,0,5.0,2.0,2.0,4.666666666666666,2.0,3.0,5.777777777777777,3.0,3.0,0,0,0,2,0,0,7,2,2,7,2,4,12,5,5,6.065789473684211,0,0,0,0,0,0,0,0,0,0,0,7.276315789473684,0,0,0,0,0,0,0,0,0,0,0,77,4,2,33,0,0,19,0,0,9,0,0,7.324675324675325,5.0,5.0,9.0,0,0,9.736842105263158,0,0,10.555555555555555,0,0,0,0,0,0,0,0,0,0,6,39,23,0,0,0,0,4,24,37,0,0,0,0.0,0.07518796992481203,0.47368421052631576,0.45112781954887216,0.0,0.0,0.0,0.0,0.08823529411764706,0.5735294117647058,0.3382352941176471,0.0,0.0,0.0,0.0,0.06153846153846154,0.36923076923076925,0.5692307692307692,0.0,0.0,0.0,0.5,0.49586776859504134,0.5,0.0,14,7,0.5603305785123961,0.4087912087912087,0.5302118644067797,0.49056603773584906,0.0,3.151041666666667,10,1.0,0.8823529411764706,3
679,245,434,532,245,287,1,22,14,8,2,0,2,11.986381322957198,3.1183673469387756,2.9723502304147464,0,0,0,4.0,0,0,12.333333333333334,5.0,4.0,10.0,3.6666666666666665,5.666666666666667,10.452991452991453,5.666666666666667,5.461538461538462,0,0,0,4,0,0,18,5,4,18,5,8,27,13,13,1.7846153846153847,0,4.785185185185185,3.4193548387096775,0,3.0,3.3833333333333337,0,0,0,0,0,13.476923076923077,0,4.785185185185185,13.709677419354838,0,5.0,14.75,0,0,0,0,0,444,58,85,425,8,5,411,0,2,399,0,2,13.60135135135135,5.689655172413793,5.635294117647059,13.948235294117646,8.0,9.2,14.150851581508515,0,11.0,14.30576441102757,0,11.0,0,0,0,0,0,0,0,25,137,74,5,0,0,0,0,3,110,153,0,0,0,0.046992481203007516,0.2631578947368421,0.3458646616541353,0.29699248120300753,0.0,0.0,0.0,0.10204081632653061,0.5591836734693878,0.3020408163265306,0.02040816326530612,0.0,0.0,0.0,0.0,0.010452961672473868,0.3832752613240418,0.5331010452961672,0.0,0.0,0.0,1.0,0.37384615384615383,0.32815533980582523,0.1669902912621359,45,16,0.8436923076923082,0.6225,0.887499487599918,0.509719222462203,0.09875,2.1666666666666665,29,0.5785123966942148,0.5714285714285714,5
33,8,25,25,0,25,17,0,0,0,0,0,0,3.64,3.375,2.16,0,0,0,0,0,0,0,0,0,2.0,0,2.0,2.666666666666667,0,2.666666666666667,0,0,0,0,0,0,0,0,0,2,0,2,4,0,4,0,3.25,0,3.5,0,0,0,0,0,0,0,0,0,3.25,0,6.0,0,0,0,0,0,0,0,0,8,1,0,3,0,0,1,0,0,0,0,0,7.0,6.0,0,8.333333333333334,0,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,20,0,0,0,0,0.04,0.16,0.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.04,0.16,0.8,0.0,0.0,0.0,0.0,1.0,0.7878787878787878,0.64,0.24,9,4,0.8363636363636365,0.7000000000000001,1.35,0.4666666666666667,0.6341463414634146,1.71875,10,0.9,1.0,2
91,31,60,60,0,60,4,0,0,0,0,0,0,6.969230769230769,4.064516129032258,1.9833333333333334,0,0,0,0,0,0,0,0,0,5.0,0,5.0,3.0,0,3.0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,5.0,4.225806451612903,0,4.6,0,0,0,0,0,0,0,0,5.0,4.225806451612903,0,8.2,0,0,0,0,0,0,0,0,57,17,4,33,0,0,18,0,0,14,0,0,7.824561403508772,5.764705882352941,5.0,9.454545454545455,0,0,10.666666666666666,0,0,11.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,36,0,0,0,0.0,0.11666666666666667,0.2833333333333333,0.6,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.11666666666666667,0.2833333333333333,0.6,0.0,0.0,0.0,0.5,0.4235294117647059,0.2857142857142857,0.2857142857142857,15,7,0.6352941176470593,0.45999999999999996,0.6363311688311688,0.4262295081967213,0.15789473684210525,2.8333333333333335,12,0.8,0.8,3
163,79,84,161,77,84,30,16,7,9,2,1,1,11.653846153846153,2.518987341772152,2.6666666666666665,2.0,0,0,2.3333333333333335,6.0,2.0,5.0,3.6666666666666665,2.3333333333333335,6.777777777777778,4.2,2.666666666666667,9.643939393939394,6.6684210526315795,4.523809523809524,2,0,0,3,6,2,10,6,3,15,8,4,27,19,11,1.8651685393258426,2.0,0,1.5,0,0,0,0,0,0,0,0,12.595505617977528,2.0,0,18.0,0,0,0,0,0,0,0,0,89,10,7,83,4,1,83,1,0,83,1,0,13.168539325842696,6.5,5.857142857142857,13.686746987951807,8.5,8.0,13.686746987951807,10.0,0,13.686746987951807,10.0,0,0,0,0,0,0,0,0,0,2,61,8,2,0,0,0,9,51,14,6,0,0,0.0,0.06832298136645963,0.6956521739130435,0.13664596273291926,0.049689440993788817,0.0,0.0,0.0,0.025974025974025976,0.7922077922077922,0.1038961038961039,0.025974025974025976,0.0,0.0,0.0,0.10714285714285714,0.6071428571428571,0.16666666666666666,0.07142857142857142,0.0,0.0,1.0,0.6871165644171779,0.2692307692307692,0.0,37,8,0.7131901840490797,0.6043689320388349,0.6314102564102564,0.48201438848920863,0.3151515151515151,2.5873015873015874,33,0.8125,0.8666666666666667,4
96,40,56,93,40,53,18,2,0,2,37,18,19,10.614285714285714,3.475,3.1607142857142856,0,0,0,8.0,0,0,6.333333333333333,4.0,2.0,7.4,3.6666666666666665,2.3333333333333335,8.58695652173913,5.666666666666667,4.060606060606061,0,0,0,8,0,0,9,4,2,13,5,3,23,14,9,2.787878787878788,0,3.0,2.0,0,0,0,0,0,0,0,0,10.666666666666666,0,3.0,15.333333333333334,0,0,0,0,0,0,0,0,64,8,13,56,5,0,46,0,0,43,0,0,11.390625,7.375,5.230769230769231,12.232142857142858,8.0,0,13.152173913043478,0,0,13.44186046511628,0,0,0,0,0,0,0,0,0,0,1,26,8,0,0,0,0,1,10,38,0,0,0,0.0,0.021505376344086023,0.3870967741935484,0.4946236559139785,0.0,0.0,0.0,0.0,0.025,0.65,0.2,0.0,0.0,0.0,0.0,0.018867924528301886,0.18867924528301888,0.7169811320754716,0.0,0.0,0.0,0.5,0.5054945054945055,0.30666666666666664,0.02666666666666667,23,9,0.510989010989011,0.3333333333333333,0.5427807486631017,0.45454545454545453,0.2553191489361702,3.872340425531915,24,0.7391304347826086,0.7857142857142857,2
230,81,149,65,59,6,1,2,2,0,0,0,0,11.164772727272727,3.8271604938271606,3.3221476510067114,0,0,0,5.0,0,0,5.0,5.0,0,4.333333333333333,4.333333333333333,2.0,5.282051282051281,5.254545454545455,2.3333333333333335,0,0,0,5,0,0,5,5,0,6,6,2,12,12,3,3.3529411764705883,3.0,3.3286713286713288,3.256521739130435,0,0,3.4102564102564106,0,0,0,0,0,3.3529411764705883,3.0,3.3286713286713288,14.495652173913044,0,0,10.307692307692308,0,0,0,0,0,137,25,19,119,6,4,115,0,2,111,0,2,13.416058394160585,6.08,6.842105263157895,14.53781512605042,8.0,11.25,14.765217391304347,0,14.5,14.972972972972974,0,14.5,0,0,0,0,0,0,0,4,20,21,14,0,0,0,0,0,2,4,0,0,0,0.06153846153846154,0.3076923076923077,0.35384615384615387,0.27692307692307694,0.0,0.0,0.0,0.06779661016949153,0.3389830508474576,0.3559322033898305,0.23728813559322035,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.5,0.5739130434782609,0.22727272727272727,0.20454545454545456,30,10,0.343249427917619,0.2661654135338346,0.5207770270270271,0.49514563106796117,0.4810126582278481,4.896358543417367,26,0.8846153846153846,0.8604651162790697,4
311,121,190,265,99,166,20,0,0,0,113,52,61,13.338028169014084,3.6115702479338845,2.763157894736842,0,0,0,10.333333333333334,0,2.0,7.4,4.333333333333333,2.3333333333333335,6.428571428571429,5.0,3.6666666666666665,10.789247311827959,6.180952380952381,5.35,0,0,0,15,0,2,15,6,3,16,8,6,30,16,13,1.695945945945946,3.3636363636363638,3.0,2.375,0,0,2.4583333333333335,0,0,0,0,0,13.81081081081081,3.3636363636363638,3.0,13.6,0,0,14.375,0,0,0,0,0,203,26,30,198,17,6,189,2,1,184,2,1,13.901477832512315,7.269230769230769,6.266666666666667,14.1010101010101,8.294117647058824,8.333333333333334,14.39153439153439,10.5,10.0,14.53804347826087,10.5,10.0,0,0,0,0,0,0,0,0,2,75,22,0,0,0,0,4,20,95,46,0,0,0.0,0.022641509433962263,0.3584905660377358,0.44150943396226416,0.17358490566037735,0.0,0.0,0.0,0.020202020202020204,0.7575757575757576,0.2222222222222222,0.0,0.0,0.0,0.0,0.024096385542168676,0.12048192771084337,0.572289156626506,0.27710843373493976,0.0,0.0,0.5,0.4405144694533762,0.1784037558685446,0.13615023474178403,44,12,0.43609324758842444,0.330188679245283,0.41521164021164025,0.4567901234567901,0.2773109243697479,4.364912280701755,32,0.9833333333333333,0.9333333333333333,5
60,22,38,59,21,38,1,0,0,0,0,0,0,6.717948717948718,1.6818181818181819,2.026315789473684,0,0,0,0,0,0,8.0,0,3.0,5.666666666666667,0,3.6666666666666665,5.618181818181818,3.0,4.0,0,0,0,0,0,0,8,0,3,8,0,5,13,4,8,6.0,3.0,0,3.5,0,0,0,0,0,0,0,0,7.0,3.0,0,6.0,0,0,0,0,0,0,0,0,31,0,1,17,0,0,7,0,0,4,0,0,7.580645161290323,0,5.0,8.764705882352942,0,0,9.857142857142858,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,14,20,0,0,0,0.0,0.0,0.288135593220339,0.3898305084745763,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.3684210526315789,0.5263157894736842,0.0,0.0,0.0,0.5,0.38333333333333336,0.38461538461538464,0.02564102564102564,13,6,0.6,0.44999999999999996,0.5703667953667954,0.3333333333333333,0.0,3.333333333333334,11,0.34615384615384615,0.7333333333333333,3
2071,898,1173,1701,898,803,20,0,0,0,711,397,314,11.633136094674557,4.9153674832962135,3.5652173913043477,3.0,0,0,2.3333333333333335,3.0,2.0,9.666666666666668,2.3333333333333335,5.166666666666667,9.38888888888889,4.166666666666667,4.199999999999999,11.109158186864017,6.590579710144927,7.7827956989247316,3,0,0,3,3,2,19,3,8,20,7,8,32,17,22,2.5595716198125835,0,2.9792387543252596,3.025735294117647,0,4.188679245283019,3.8388888888888926,0,2.9999999999999996,3.0892857142857144,0,0,12.752342704149934,0,2.9792387543252596,14.161764705882353,0,7.377358490566038,14.516666666666667,0,7.0,16.214285714285715,0,0,1167,483,343,1020,302,141,878,138,43,827,125,30,13.207369323050557,7.908902691511387,7.233236151603498,14.263725490196078,9.079470198675496,9.092198581560284,15.276765375854215,10.36231884057971,11.581395348837209,15.663845223700122,10.504,12.7,0,0,0,0,0,0,0,0,4,430,186,60,0,0,0,3,126,323,237,0,0,0.0,0.00411522633744856,0.32686654908877133,0.2992357436801881,0.1746031746031746,0.0,0.0,0.0,0.004454342984409799,0.47884187082405344,0.2071269487750557,0.066815144766147,0.0,0.0,0.0,0.0037359900373599006,0.1569115815691158,0.40224159402241594,0.29514321295143214,0.0,0.0,1.0,0.37731958762886597,0.321482602118003,0.08093797276853253,111,21,0.7166237113402062,0.6941964285714286,0.6452246480324451,0.4637482900136799,0.46037099494097805,2.2656934306569343,49,0.9872122762148338,0.86875,8
250,82,168,247,79,168,1,3,2,1,0,0,0,13.404494382022472,4.097560975609756,2.3392857142857144,0,0,0,2.0,0,0,2.3333333333333335,5.0,2.0,6.6,4.666666666666667,2.3333333333333335,9.03623188405797,5.461538461538462,5.0,0,0,0,2,0,0,3,5,2,14,8,3,25,14,11,1.4685714285714286,5.0,0,3.0,0,0,0,0,0,0,0,0,13.405714285714286,5.0,0,22.0,0,0,0,0,0,0,0,0,177,31,6,177,14,5,172,0,0,155,0,0,13.480225988700566,6.354838709677419,7.5,13.480225988700566,8.0,8.0,13.63953488372093,0,0,14.148387096774194,0,0,0,0,0,0,0,0,0,0,16,59,4,0,0,0,0,0,4,160,0,0,0,0.0,0.06477732793522267,0.2550607287449393,0.6639676113360324,0.0,0.0,0.0,0.0,0.20253164556962025,0.7468354430379747,0.05063291139240506,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.9523809523809523,0.0,0.0,0.0,0.5,0.656,0.449438202247191,0.0,29,6,0.4607999999999984,0.3220338983050847,0.460275744806683,0.4279835390946502,0.4189723320158103,4.340277777777778,25,0.9387755102040817,0.7948717948717948,1
65,0,65,65,0,65,2,6,0,6,0,0,0,2.3384615384615386,0,2.3384615384615386,0,0,0,0,0,0,4.0,0,4.0,3.333333333333333,0,3.333333333333333,4.5636363636363635,0,4.5636363636363635,0,0,0,0,0,0,4,0,4,5,0,5,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5.4,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,30,20,0,0,0,0.07692307692307693,0.15384615384615385,0.46153846153846156,0.3076923076923077,0.0,0.0,0.0,0,0,0,0,0,0,0,0.07692307692307693,0.15384615384615385,0.46153846153846156,0.3076923076923077,0.0,0.0,0.0,1.0,0.46153846153846156,1.0,0.0,8,1,0.7384615384615387,0.7125,0.7125,0.5294117647058824,0.0,1.3541666666666667,11,0.7142857142857143,0.7142857142857143,0
